Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2 
355,0.9166790544986725,2250,DFSS_AgencySiteLies_2012.csv,Onward Neighborhood House ABC Preschool,3800 N. Austin Avenue ,60634,6859033,,,,,,,Onward Neighborhood House,,,,,,,,,,,www.onwardhouse.org,Mario Garcia,Patricia Bentz ,,,,,,,b'2250',b'dfss_agencysitelies_2012.csv',b'onward neighborhood house abc preschool',b'3800 n austin avenue',b'60634',b'6859033',b'',b'head start',b'half day/full day',b'',b'',b'',b'onward neighborhood house',b'dunning',b'',b'',b'',b'',b'patricia bentz',b'yes',b'no',b'no',b'',b'www.onwardhouse.org',b'mario garcia',b'patricia bentz',b'',b'',b'',b'',b'',b''
383,0.9351470768451691,2251,DFSS_AgencySiteLies_2012.csv,Onward Neighborhood House Lee's Cuddles N Care,6100 W. North Avenue ,60639,7458054,,,,,,,Onward Neighborhood House,,,,,,,,,,,www.onwardhouse.org,Mario Garcia,Anndrella Lee ,,,,,,,b'1857',b'dfss_agencysitelies_2012.csv',"b""onward neighborhood house lee's cuddles n care""",b'6100 w north avenue',b'60639',b'7458054',b'',b'head start',b'half day/full day',b'',b'',b'',b'onward neighborhood house',b'austin',b'',b'',b'',b'',b'anndrella lee',b'yes',b'no',b'no',b'',b'www.onwardhouse.org',b'mario garcia',b'anndrella lee',b'',b'',b'',b'',b'',b''
741,0.84837174,2252,DFSS_AgencySiteLies_2012.csv,Onward Neighborhood House McKinney Early Learning Academy,5745 W Division St. ,60651,,,,,,,,Onward Neighborhood House,,,,,,,,,,,www.onwardhouse.org,Mario Garcia,,,,,,,,b'1858',b'chapin_dfss_providers_2011_070212.csv',b'onward neighborhood house mckinney early learning academy',b'5745 w division st',b'60651',b'',b'',b'',b'',b'',b'',b'',b'onward neighborhood house',b'austin',b'',b'',b'',b'',b'',b'yes',b'no',b'no',b'',b'www.onwardhouse.org',b'mario garcia',b'',b'',b'',b'',b'',b'',b''
380,0.8856815993785858,2253,DFSS_AgencySiteLies_2012.csv,Onward Neighborhood House New Beginnings,5445 W. North Ave. ,60639,3855365,,,,,,,Onward Neighborhood House,,,,,,,,,,,www.onwardhouse.org,Mario Garcia,Verlene Vanderbilt,,,,,,,b'1859',b'dfss_agencysitelies_2012.csv',b'onward neighborhood house new beginnings',b'5445 w north ave',b'60639',b'3855365',b'',b'head start',b'half day/full day',b'',b'',b'',b'onward neighborhood house',b'austin',b'',b'',b'',b'',b'verlene vanderbilt',b'yes',b'no',b'no',b'',b'www.onwardhouse.org',b'mario garcia',b'verlene vanderbilt',b'',b'',b'',b'',b'',b''
117,0.8058476277760097,2254,DFSS_AgencySiteLies_2012.csv,Onward Neighborhood House Onward Neighborhood House - Belmont/Cragin,5423 W Diversey Ave. ,60639,6223215,,,,,,,Onward Neighborhood House,,,,,,,,,,,www.onwardhouse.org,Mario Garcia,Santa Rivera,,,,,,,b'1860',b'cps_early_childhood_portal_scrape.csv',b'onward neighborhood house',b'5423 w diversey',b'60639',b'6223215',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'onward neighborhood house',b'belmont cragin',b'',b'',b'',b'',b'santa rivera',b'yes',b'yes',b'yes',"b'3153it(child care it center), 3153ps(child care ps center &'",b'www.onwardhouse.org',b'mario garcia',b'santa rivera',b'',b'01/31/13',b'511442',b'mlarson@onwardhouse.org',b'',b''
123,0.8997262385156419,2255,DFSS_AgencySiteLies_2012.csv,Onward Neighborhood House Onward Neighborhood House - West Town,600 N. Leavitt St. ,60612,6666726,,,,,,,Onward Neighborhood House,,,,,,,,,,,www.onwardhouse.org,Mario Garcia,Darica Charles,,,,,,,b'1293',b'cps_early_childhood_portal_scrape.csv',b'onward neighborhood house',b'600 n leavitt st',b'60612',b'6666726',b'',b'child care',b'half day/full day',b'',b'',b'west town',b'onward neighborhood house',b'west town',b'',b'',b'',b'',b'darica charles',b'yes',b'no',b'no',"b'2744it(child care it center), 3272ps(hs collaboration with c'",b'www.onwardhouse.org',b'mario garcia',b'darica charles',b'',b'01/31/13',b'511442',b'mlarson@onwardhouse.org',b'',b'child care'
118,0.7881150643030802,2256,DFSS_AgencySiteLies_2012.csv,Onward Neighborhood House Tiny Town for Tots,5654 W. Division St. ,60651,6260048,,,,,,,Onward Neighborhood House,,,,,,,,,,,www.onwardhouse.org,Mario Garcia,Ricky Spain,,,,,,,b'151',b'cps_early_childhood_portal_scrape.csv',b'onward neighborhood house - tiny town for tots',b'5654 w division st',b'60651',b'6260048',b'',b'child care',b'extended day',b'',b'',b'',b'onward neighborhood house',b'austin',b'',b'',b'',b'',b'ricky spain',b'yes',b'no',b'no',b'',b'www.onwardhouse.org',b'mario garcia',b'ricky spain',b'',b'',b'',b'',b'',b''
742,0.9402877,2257,DFSS_AgencySiteLies_2012.csv,Salvation Army All Things Are Posible,4014 W. Chicago Ave. ,60651,4892464,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland, Shelandria Galsper ,,,,,,,b'1863',b'chapin_dfss_providers_2011_070212.csv',b'salvation army all things are posible',b'4014 w chicago ave',b'60651',b'4892464',b'',b'',b'',b'',b'',b'',b'salvation army',b'humboldt park',b'',b'',b'',b'',b'shelandria galsper',b'yes',b'no',b'no',b'',b'www.usc.salvationarmy.com',b'claudia rowland',b'shelandria galsper',b'',b'',b'',b'',b'',b''
743,0.9672629,2258,DFSS_AgencySiteLies_2012.csv,Salvation Army Building Blocks,1120 W 69th St. ,60621,4882222,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Mitchelle Redd ,,,,,,,b'1864',b'chapin_dfss_providers_2011_070212.csv',b'salvation army building blocks',b'1120 w 69th st',b'60621',b'4882222',b'',b'',b'',b'',b'',b'',b'salvation army',b'englewood',b'',b'',b'',b'',b'mitchelle redd',b'yes',b'no',b'no',b'',b'www.usc.salvationarmy.com',b'claudia rowland',b'mitchelle redd',b'',b'',b'',b'',b'',b''
108,0.8740784600377083,2259,DFSS_AgencySiteLies_2012.csv,Salvation Army Columbus Park,500 S. CENTRAL ,60644,9214162,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Felice Lewis ,,,,,,,b'2259',b'cps_early_childhood_portal_scrape.csv',b'salvation army columbus park',b'500 s central',b'60644',b'9214162',b'',b'child care',b'half day/full day',b'',b'',b'austin',b'salvation army',b'austin',b'',b'',b'',b'',b'felice lewis',b'yes',b'no',b'no',b'7017ps(hs collaboration with childcare & prek)',b'www.usc.salvationarmy.com',b'claudia rowland',b'felice lewis',b'',b'09/30/14',b'395893',b'felice_lewis@usc.salvationarmy.org',b'',b'child care'
744,0.9672629,2260,DFSS_AgencySiteLies_2012.csv,Salvation Army Creative Little Ones,2809 W 59th St. ,60629,4762562,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Audy Sejour,,,,,,,b'1866',b'chapin_dfss_providers_2011_070212.csv',b'salvation army creative little ones',b'2809 w 59th st',b'60629',b'4762562',b'',b'',b'',b'',b'',b'',b'salvation army',b'chicago lawn',b'',b'',b'',b'',b'audy sejour',b'yes',b'no',b'no',b'',b'www.usc.salvationarmy.com',b'claudia rowland',b'audy sejour',b'',b'',b'',b'',b'',b''
745,0.9535739719867706,2261,DFSS_AgencySiteLies_2012.csv,Salvation Army Edsel Albert Ammons Nursery,549 E 76th St. ,60619,4837040,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Debbie Reynolds,,,,,,,b'2261',b'chapin_dfss_providers_2011_070212.csv',b'salvation army edsel albert ammons nursery',b'549 e 76th st',b'60619',b'4837040',b'',b'',b'',b'',b'',b'',b'salvation army',b'greater grand crossing',b'',b'',b'',b'',b'debbie reynolds',b'yes',b'no',b'no',b'',b'www.usc.salvationarmy.com',b'claudia rowland',b'debbie reynolds',b'',b'',b'',b'',b'',b'child care'
281,0.7561322599649429,2262,DFSS_AgencySiteLies_2012.csv,Salvation Army FAMILY OUTREACH INITIATIVE (SAL ARMY,845 W. 69th St. ,60621,8324716,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Rosie Mohammad ,,,,,,,b'3257',b'cps_early_childhood_portal_scrape.csv',b'salvation army - family outreach initiative (sal army)',b'845 w 69th st',b'60621',b'8324700',b'',b'early head start',b'extended day',b'',b'',b'',b'salvation army',b'englewood',b'',b'',b'',b'',b'rosie mohammad',b'yes',b'no',b'no',b'4121it(ehs)',b'www.usc.salvationarmy.com',b'claudia rowland',b'rosie mohammad',b'',b'',b'',b'',b'',b'child care'
18,0.8516863286495209,2263,DFSS_AgencySiteLies_2012.csv,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Zoraida Fernandini ,,,,,,,b'29',b'cps_early_childhood_portal_scrape.csv',b'salvation army incarnation',b'1345 n karlov',b'60651',b'2764118',b'',b'child care',b'extended day',b'',b'',b'',b'salvation army',b'humboldt park',b'',b'',b'',b'',b'zoraida fernandini',b'yes',b'no',b'no',b'',b'www.usc.salvationarmy.com',b'claudia rowland',b'zoraida fernandini',b'',b'03/31/15',b'344640',b'elsa_galan@usc.salvationarmy.org',b'',b''
88,0.8837582639285496,2264,DFSS_AgencySiteLies_2012.csv,Salvation Army New Hope,4255 W. Division ,60651,7724908,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Catherine Eason ,,,,,,,b'1275',b'cps_early_childhood_portal_scrape.csv',b'salvation army new hope',b'4255 w division',b'60651',b'7224908',b'',b'child care',b'half day/full day',b'',b'',b'humboldt park',b'salvation army',b'humboldt park',b'',b'',b'',b'',b'catherine eason',b'yes',b'no',b'no',b'3278ps(hs collaboration with childcare & prek)',b'www.usc.salvationarmy.com',b'claudia rowland',b'catherine eason',b'',b'',b'',b'',b'',b'child care'
273,0.8809025486310323,2265,DFSS_AgencySiteLies_2012.csv,Salvation Army Red Shield,945 W. 69th St. ,60621,3583224,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Lillie Denton,,,,,,,b'888',b'cps_early_childhood_portal_scrape.csv',b'salvation army red shield',b'945 w 69th st',b'60621',b'3583224',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'salvation army',b'englewood',b'',b'',b'',b'',b'lillie denton',b'yes',b'no',b'no',b'',b'www.usc.salvationarmy.com',b'claudia rowland',b'lillie denton',b'',b'',b'',b'',b'',b''
26,0.805095112323761,2266,DFSS_AgencySiteLies_2012.csv,Salvation Army South Shore Bible/Maranatha Head Start,1631 E. 71st St. ,60649,4937500,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Jaqueline Carter,,,,,,,b'39',b'cps_early_childhood_portal_scrape.csv',b'salvation army south shore bible/maranatha head start',b'1631 e 71st st',b'60649',b'4937500',b'',b'child care',b'extended day',b'',b'',b'',b'salvation army',b'south shore',b'',b'',b'',b'',b'jaqueline carter',b'yes',b'no',b'no',b'4380ps(hs collaboration with childcare)',b'www.usc.salvationarmy.com',b'claudia rowland',b'jaqueline carter',b'',b'',b'',b'',b'',b'child care'
746,0.9698143,2267,DFSS_AgencySiteLies_2012.csv,Salvation Army Teen Parenting Program,1548 W Adams ,60607,4210327,,,,,,,Salvation Army,,,,,,,,,,,www.usc.salvationarmy.com,Claudia Rowland,Jasmin Marshall,,,,,,,b'1878',b'chapin_dfss_providers_2011_070212.csv',b'salvation army teen parenting program',b'1548 w adams',b'60607',b'4210327',b'',b'',b'',b'',b'',b'',b'salvation army',b'near west side',b'',b'',b'',b'',b'jasmin marshall',b'no',b'yes',b'no',b'',b'www.usc.salvationarmy.com',b'claudia rowland',b'jasmin marshall',b'',b'',b'',b'',b'',b''
151,0.6680345961025783,2268,DFSS_AgencySiteLies_2012.csv,South Central Community Services South Central Community Service,8316 S. Ellis Ave. ,60618,4830900,,,,,,,South Central Community Services,,,,,,,,,,,www.sccsinc.org,Felicia Blasingame,Marsha Hightower,,,,,,,b'860',b'cps_early_childhood_portal_scrape.csv',b'south central community services - south central community services',b'8316 s. ellis ave.',b'60619',b'4830900',b'',b'child care',b'half day/full day',b'',b'',b'chatham',b'south central community services',b'chatham',b'',b'',b'',b'',b'marsha hightower',b'yes',b'no',b'no',b'',b'www.sccsinc.org',b'felicia blasingame',b'marsha hightower',b'',b'05/31/14',b'508122',b'blasingame@sccsinc.org',b'',b''
747,0.9033650159835815,2269,DFSS_AgencySiteLies_2012.csv,South East Asia Center South East Asia Center (Ainslie),1134 W. Ainslie ,60640,9897433,,,,,,,South East Asia Center,,,,,,,,,,,www.se-asiacenter.org,Peter Porr,Fe Mendoza,,,,,,,b'2269',b'dfss_agencysitelies_2012.csv',b'south east asia center south east asia center (ainslie)',b'1134 w ainslie',b'60640',b'9897433',b'',b'',b'',b'',b'',b'uptown',b'south east asia center',b'uptown',b'',b'',b'',b'',b'fe mendoza',b'no',b'no',b'yes',"b'7139it(child care it center), 7139ps (child care ps center &'",b'www.se-asiacenter.org',b'peter porr',b'fe mendoza',b'',b'',b'',b'',b'',b'child care'
233,0.8373108983039856,2270,DFSS_AgencySiteLies_2012.csv,South East Asia Center South East Asia Center (Broadway),5120 N. Broadway Ave. ,60640,9897433,,,,,,,South East Asia Center,,,,,,,,,,,www.se-asiacenter.org,Peter Porr,Loipin Chin,,,,,,,b'2270',b'cps_early_childhood_portal_scrape.csv',b'south-east asia center',b'5120 n. broadway ave.',b'60640',b'9890960',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'uptown',b'south east asia center',b'uptown',b'',b'',b'',b'',b'loipin chin',b'no',b'no',b'yes',"b'2779ps(child care ps center & state pre-k), 2779sa(school ag'",b'www.se-asiacenter.org',b'peter porr',b'loipin chin',b'',b'',b'',b'',b'',b'child care'
633,0.7172720432281494,2271,DFSS_AgencySiteLies_2012.csv,South East Asia Center South Shore United South East Asia Center (Foster),1112 W. Foster ,60640,9897433,,,,,,,South East Asia Center,,,,,,,,,,,www.se-asiacenter.org,Peter Porr,Tsering Ngalutsang,,,,,,,b'1164',b'cps_early_childhood_portal_scrape.csv',b'south-east asia center',b'1112 w foster',b'60640',b'9897433',b'',b'school age',b'part day/full day',b'',b'',b'',b'south east asia center',b'edgewater',b'',b'',b'',b'',b'tsering ngalutsang',b'no',b'no',b'yes',b'4127sa(school age (sa))',b'www.se-asiacenter.org',b'peter porr',b'tsering ngalutsang',b'',b'',b'',b'',b'',b'child care'
141,0.8419192433357239,2272,DFSS_AgencySiteLies_2012.csv,South Shore United Methodist South Shore United Child Care Center,7350 S. Jeffery ,60649,3244430,,,,,,,South Shore United Methodist,,,,,,,,,,,,Marcell Hooks,Marcell Hooks,,,,,,,b'2272',b'cps_early_childhood_portal_scrape.csv',b'south shore united methodist - south shore united',b'7350 s jeffery',b'60649',b'3244430',b'',b'child care',b'extended day',b'',b'',b'',b'south shore united methodist',b'south shore',b'',b'',b'',b'',b'bettye turner',b'yes',b'no',b'no',b'7141ps(hs collaboration with childcare)',b'',b'marcell hooks',b'marcell hooks',b'',b'03/31/13',b'564213',b'ssumccc1@ameritech.net',b'',b''
1052,,2273,DFSS_AgencySiteLies_2012.csv,Thresholds Thresholds Mothers' Project,1110 W. Belmont ,60613,5373290,,,,,,,Thresholds,,,,,,,,,,,www.thresholds.org,Ayana Kiklas,Ayana Kiklas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,0.8450704216957092,2274,DFSS_AgencySiteLies_2012.csv,Trinity Resources Unlimited Inc High Mountain,919 N. Lavergne ,60651,6263997,,,,,,,Trinity Resources Unlimited Inc,,,,,,,,,,,,Marion Hayes,Marion Hayes,,,,,,,b'1886',b'chapin_dfss_providers_2011_070212.csv',"b'trinity resources unlimited, inc. high mountain'",b'919 n lavergne',b'60651',b'6263997',b'',b'head start',b'half day/full day',b'',b'',b'',"b'trinity resources unlimited, inc.'",b'austin',b'',b'',b'',b'',b'marion hayes',b'yes',b'no',b'no',b'',b'',b'marion hayes',b'marion hayes',b'',b'01/31/13',b'546219',b'tru_highmountain@yahoo.com',b'',b''
121,0.7726861596107483,2275,DFSS_AgencySiteLies_2012.csv,Trinity Resources Unlimited Inc Hope for Youth,5900 W. Iowa ,60651,6260322,,,,,,,Trinity Resources Unlimited Inc,,,,,,,,,,,,Marion Hayes,Yolonda Johnson,,,,,,,b'1292',b'cps_early_childhood_portal_scrape.csv',"b'trinity resources unlimited, inc. - hope for youth'",b'5900 w iowa',b'60651',b'6260323',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',"b'trinity resources unlimited, inc.'",b'austin',b'',b'',b'',b'',b'bernice porter',b'yes',b'no',b'no',b'7019ps(hs collaboration with childcare)',b'',b'marion hayes',b'yolonda johnson',b'',b'',b'',b'',b'',b'child care'
252,0.7816830426454544,2276,DFSS_AgencySiteLies_2012.csv,Trinity United Church of Christ Dr. Deton J. Brooks Head Start,6921 S. Stony Island ,60649,9661603,,,,,,,Trinity United Church of Christ,,,,,,,,,,,www.tucc.org,Janet Moore,Cherie Brown,,,,,,,b'2276',b'cps_early_childhood_portal_scrape.csv',b'trinity united church of christ dr. deton j. brooks head start',b'6921 s. stony island',b'60649',b'9552818',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'south shore',b'trinity united church of christ',b'south shore',b'',b'',b'',b'',b'cherie brown',b'yes',b'no',b'yes',"b'7079ps(hs collaboration with childcare & prek), 4118ps(child'",b'www.tucc.org',b'janet moore',b'cherie brown',b'',b'',b'',b'',b'',b'child care'
114,0.8066129287083944,2277,DFSS_AgencySiteLies_2012.csv,Trinity United Church of Christ Dr. Jeremiah Wright  Jr. Early Care and Learning Center,532 W 95th St. ,60628,9661503,,,,,,,Trinity United Church of Christ,,,,,,,,,,,www.tucc.org,Janet Moore,Ekoi Florence,,,,,,,b'1288',b'cps_early_childhood_portal_scrape.csv',b'trinity united church of christ',b'532 w 95th st',b'60628',b'4883511',b'',b'child care',b'half day/full day',b'',b'',b'',b'trinity united church of christ',b'washington heights',b'',b'',b'',b'',b'ekoi florence',b'yes',b'no',b'yes',"b'2527it(child care it center), 4311ps(hs collaboration with c'",b'www.tucc.org',b'janet moore',b'ekoi florence',b'',b'',b'',b'',b'',b'child care'
373,0.8416459113359451,2278,DFSS_AgencySiteLies_2012.csv,Westside Holistic Family Services WESTSIDE HOLISTIC FAMILY SERVICES,4909 W. Division ,60651,9218777,,,,,,,Westside Holistic Family Services,,,,,,,,,,,,Jo Anne Anderson,Florence Merritt,,,,,,,b'2410',b'ece chicago find a school scrape.csv',b'westside holistic family services westside holistic family services',b'4909 w. division',b'60651',b'9218777',b'',b'head start',b'half day/full day',b'',b'',b'austin',b'westside holistic family services',b'austin',b'',b'',b'',b'',b'florence merritt',b'yes',b'no',b'no',b'',b'',b'cp',b'florence merritt',b'',b'',b'',b'',b'',b''
131,0.8086338341236115,2279,DFSS_AgencySiteLies_2012.csv,Woodlawn A.M.E. Church WOODLAWN AME CHURCH,6456 S. Evans ,60637,6671402,,,,,,,Woodlawn A.M.E. Church,,,,,,,,,,,www.woodlawnamechurch.org,Samara Akins,Samara Akins,,,,,,,b'1222',b'cps_early_childhood_portal_scrape.csv',b'woodlawn ame',b'6456 s evans',b'60637',b'6671402',b'',b'child care',b'extended day',b'',b'',b'',b'woodlawn a.m.e. church',b'woodlawn',b'',b'',b'',b'',b'samara akins',b'no',b'no',b'no',"b'7148it(child care it center), 2686sa(school age (sa)), 7148p'",b'www.woodlawnamechurch.org',b'samara akins',b'samara akins',b'',b'',b'',b'',b'',b'child care'
1,0.6854184468587239,2280,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Dr. Effie O Ellis,10 S. Kedzie ,60612,5339011,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Anelyn Jablo ,,,,,,,b'2',b'cps_early_childhood_portal_scrape.csv',b'national louis university - dr. effie o. ellis training center',b'10 s kedzie',b'60612',b'5339011',b'',b'child care',b'half day/full day',b'',b'',b'east garfield park',b'ymca of metropolitan chicago',b'east garfield park',b'',b'',b'',b'',b'anelyn jablo',b'yes',b'no',b'no',b'4364ps(hs collaboration with childcare & prek)',b'www.ymcachicago.org',b'dorothy cole-gary',b'anelyn jablo',b'',b'',b'',b'',b'',b''
136,0.7898486733436585,2281,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Garfield,7 N. Homan ,60624,2653900,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Paulette Hernandez ,,,,,,,b'1299',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - garfield head start/child developmental center- ymca',b'7 n homan',b'60624',b'2653900',b'',b'head start',b'extended day',b'',b'',b'east garfield park',b'ymca of metropolitan chicago',b'east garfield park',b'',b'',b'',b'',b'paulette hernandez',b'yes',b'yes',b'no',"b'7081ps(hs collaboration with childcare & prek), 6039ip(ehs c'",b'www.ymcachicago.org',b'cp',b'paulette hernandez',b'',b'',b'',b'',b'',b'child care'
50,0.7876646295189857,2282,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago High Ridge,2424 W. Touhy ,60645,2628300,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Linda Acevedo,,,,,,,b'74',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - high ridge ymca',b'2424 w touhy',b'60645',b'2628300',b'',b'child care',b'half day/full day',b'',b'',b'west ridge',b'ymca of metropolitan chicago',b'west ridge',b'',b'',b'',b'',b'linda acevedo',b'yes',b'no',b'yes',"b'2132it(child care it center), 7094ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'linda acevedo',b'',b'11/30/14',b'725321',b'',b'',b'child care'
748,0.9320819,2283,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Jeanne Kenney Day Care Center,7600 S. Parnell ,60620,8861216,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Arlene Lewis,,,,,,,b'1895',b'chapin_dfss_providers_2011_070212.csv',b'ymca of metropolitan chicago jeanne kenney day care center',b'7600 s parnell',b'60620',b'8861216',b'',b'',b'',b'',b'',b'',b'ymca of metropolitan chicago',b'washington heights',b'',b'',b'',b'',b'arlene lewis',b'yes',b'yes',b'no',"b'4393it(child care it center), 4393ps(child care ps center),'",b'www.ymcachicago.org',b'dorothy cole-gary',b'arlene lewis',b'',b'',b'',b'',b'',b''
348,0.8255560795466105,2284,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Logan Square - First Lutheran,3500 W. Fullerton ,60647,8625960,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Nilsa Ramirez ,,,,,,,b'2284',b'chapin_dfss_providers_2011_070212.csv',b'ymca of metropolitan chicago logan square - first lutheran',b'3500 w fullerton',b'60647',b'8625960',b'',b'head start',b'half day/full day',b'',b'',b'',b'ymca of metropolitan chicago',b'logan square',b'',b'',b'',b'',b'nilsa ramirez',b'yes',b'no',b'no',b'',b'www.ymcachicago.org',b'dorothy cole-gary',b'nilsa ramirez',b'',b'04/30/15',b'546223',b'niramirez@ymcachicago.org',b'',b''
279,0.790756364663442,2285,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Marshall,3250 W. Adams ,60624,2650145,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Beverly Ross ,,,,,,,b'497',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago marshall',b'3250 w adams',b'60624',b'2650145',b'',b'early head start',b'extended day',b'',b'',b'',b'ymca of metropolitan chicago',b'east garfield park',b'',b'',b'',b'',b'beverly ross',b'no',b'yes',b'no',"b'6040ip(ehs collaboration enhanced center-ip), 6040ep(ehs col'",b'www.ymcachicago.org',b'dorothy cole-gary',b'beverly ross',b'',b'',b'',b'',b'',b'early head start'
38,0.8577076196670532,2286,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago McCormick Tribune,1834 N. Lawndale ,60647,2352525,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Maria Franco ,,,,,,,b'55',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - mccormick tribune- ymca',b'1834 n lawndale',b'60647',b'2352525',b'',b'child care',b'half day/full day',b'',b'',b'west town',b'ymca of metropolitan chicago',b'logan square',b'',b'',b'',b'',b'maria franco',b'yes',b'yes',b'yes',"b'2697it(child care it center), 7096ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'maria franco',b'',b'11/01/16',b'726298',b'mfranco@ymcachicago.org',b'',b'child care'
79,0.8830176556811613,2287,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago North Lawndale,3449 W. Arthington ,60624,6380773,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Leslie Hampton ,,,,,,,b'1199',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - north lawndale ymca',b'3449 w arthington',b'60624',b'6380773',b'',b'head start',b'half day/full day',b'',b'',b'north lawndale',b'ymca of metropolitan chicago',b'north lawndale',b'',b'',b'',b'',b'leslie hampton',b'yes',b'yes',b'yes',"b'8023it(child care it center), 8022ps(hs collaboration with c'",b'www.ymcachicago.org',b'cp',b'leslie hampton',b'',b'02/01/16',b'508141',b'tjthompson@ymcachicago.org',b'',b'child care'
55,0.8929097010539129,2288,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Rauner,2700 S. Western Ave. ,60608,8473115,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Sonya Sifuentes ,,,,,,,b'81',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - rauner',b'2700 s western ave',b'60608',b'8473115',b'',b'head start',b'half day/full day',b'',b'',b'',b'ymca of metropolitan chicago',b'lower west side',b'',b'',b'',b'',b'sonya sifuentes',b'yes',b'yes',b'yes',"b'4167it(child care it center), 4170ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'sonya sifuentes',b'',b'11/01/15',b'726196',b'ssifuentes@ymcachicago.org',b'',b''
